rank,score,name,domain,city,source,band_label,hc_num,pre2024_grade,pre2024_evidence,pre2024_confidence,owned_ip,ownip_quote,repo_host_hits,review_gate_hits,cicd_hits,nongit_hits,jd_chars,jd_quote,dev_quote,years_active,contact_name,contact_title,contact_linkedin,identity_status,why_this_rank
148,80,Nile Technologies Pvt. Ltd.,niletechnologies.com,"Noida, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2011; rdap=2011-08-24; wayback=20230530,Verified,0,,5,1,1,1,18149,achine learning technologies. Participate in code reviews and provide constructive feedbac,"le Fusion Middleware. Nile has experience in Application Development, Application Integrat",15,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2011); review-gate JD x1; jd 18149ch; ~150 staff
149,80,Dasinfomedia,dasinfomedia.com,"Ahmedabad, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2007; rdap=2007-05-05; copyright_footer=2007; wayback=20230511,Verified,0,,5,1,2,0,17961,o implement business and project objectives. Code review of team members’ commits as part ,ts and NLP Services Computer Vision Robotics Software Development Enterprise Blockchain In,19,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2007); review-gate JD x1; jd 17961ch; ~30 staff
150,80,Apponward Technologies Pvt Ltd,apponward.com,"Noida, India",goodfirms,50-249,150,EXISTED_2COR,goodfirms_founded=2018; rdap=2018-01-07; copyright_footer=2018,Verified,0,,4,2,0,0,16836,ng software issues. &#8211; Participating in code reviews and learning best practices. &#8,Development Android App Development Flutter Application Development React Native Applicati,8,(verify),,,identity_name_only,EXISTED_2COR(goodfirms_founded=2018); review-gate JD x2; jd 16836ch; ~150 staff
151,80,Thirdessential IT Solutions Pvt. Ltd,thirdessential.com,"Indore, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2016; rdap=2015-12-11; wayback=20230601,Verified,0,,6,1,4,0,16715,"nsure application reliability. Contribute to code reviews, CI/CD pipelines, and version co",Best IT Company In Indore For Web Development Services Home About Services Hire Shopify Ex,11,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2016); review-gate JD x1; jd 16715ch; ~30 staff
152,80,Cylsys software solutions pvt ltd,cylsys.com,"Mumbai, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2010; rdap=2008-01-18; wayback=20230608,Verified,0,,1,3,2,0,15402,tions while sharing knowledge and conducting code reviews. Secured Future Join us to build,"s. --> With over two decades of software and product engineering expertise, and more than ",18,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2010); review-gate JD x3; jd 15402ch; ~150 staff
153,80,Networsys Technologies LLP,networsys.com,"Noida, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2016; rdap=2016-05-25; wayback=20230812,Verified,0,,12,2,8,0,15008,"ate in daily stand-ups, sprint planning, and code reviews. Work with QA to resolve bugs be",y Website Development WordPress Services PHP Development Services Shopify Development Serv,10,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2016); review-gate JD x2; jd 15008ch; ~30 staff
154,80,Mindrops,mindrops.com,"Delhi, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2018; rdap=2018-02-24; wayback=20230528,Verified,0,,2,1,0,0,11913,debug issues in applications. Participate in code reviews and contribute to technical disc,"Software, Product Engineering & Digital Transformation Services --> Sales",8,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2018); review-gate JD x1; jd 11913ch; ~150 staff
155,80,Scriptshub Technologies,scriptshub.net,"Pune, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2017; rdap=2016-04-16; wayback=20230328,Verified,0,,3,1,1,0,11242,"to ensure high-quality deliverables. Perform code reviews, provide mentorship to junior de",eers Full Stack Developer Offshore Engineers Software Development SaaS Development Softwar,10,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2017); review-gate JD x1; jd 11242ch; ~30 staff
156,80,Zetagile,zetagile.com,"Hyderabad, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2013; rdap=2013-04-26; copyright_footer=2022; wayback=20230531,Verified,0,,2,1,1,0,9099,"oftware development best practices including code reviews, source control management,codin",﻿ Software Development & IT Consulting Services | Zetagile Info Sol,13,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2013); review-gate JD x1; jd 9099ch; ~30 staff
157,80,DaasLabs,daaslabs.ai,"Gurgaon, India",goodfirms,50-249,150,EXISTED_2COR,goodfirms_founded=2015; rdap=2020-03-26; wayback=20230608,Verified,0,,1,1,1,0,7584,"the whole POD. You set coding standards, run code reviews, unblock integration across API,",,6,(verify),,,identity_name_only,EXISTED_2COR(goodfirms_founded=2015); review-gate JD x1; jd 7584ch; ~150 staff
158,80,Technanosoft Technologies,technanosoft.com,"Noida, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2015; rdap=2014-12-13; wayback=20230607,Verified,1,", approvals, and daily operations. SaaS MVP Your SaaS idea needs a focused first release, ",1,0,1,0,4619,"Profile Review Share your resume, portfolio, GitHub, LinkedIn, or project examples. 02 Ini",Technanosoft | AI &amp; Custom Software Development Services Services AI Workflow Au,12,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2015); owned IP: , approvals, and daily operations. SaaS ; jd 4619ch; ~30 staff"
159,80,Precise Testing Solution Private Limited,precisetestingsolution.com,Noida,nasscom,,,PROVEN_EQUIV,rdap=2012-02-18; copyright_footer=2023; nasscom_harvest=nasscom:PROVEN - 2023-06 snapshot: 'A Pu; wayback=20230511,Verified,1,"looking for governmental certification for your product or tool, we will help you obtain t",0,1,0,0,4214,g Automation Testing Selenium Testing Source Code Review Performance Testing ETL Testing C,"riority Levels In any project, especially in software development, bug tracking and issue ",14,Chetna Soni,Director and CEO,,identity_name_only,PROVEN_EQUIV(rdap=2012-02-18); owned IP: looking for governmental certification f; review-gate JD x1; jd 4214ch
160,80,Micropyramid Informatics Pvt Ltd,micropyramid.com,"Hyderabad, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2010; rdap=2008-09-01; wayback=20230603,Verified,1,nowledge base. Django &amp; Python Products Your product is built on Django or Python and ,3,0,1,0,4006,to have) Elasticsearch basics (nice to have) Git &amp; GitHub workflows CI/CD basics Queue,"AI Systems, Modernization &amp; Product Engineering | MicroPyramid Services 01 Build &amp;",18,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2010); owned IP: nowledge base. Django &amp; Python Produ; jd 4006ch; ~30 staff
161,80,Simublade,simublade.com,"Noida, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2014; rdap=2013-12-17; wayback=20230529,Verified,1,"Developers PRODUCT, DESIGN AND ENGINEERING Your product partner for tackling the digital f",0,0,2,0,3703,,uct --> Web Development Low-code Development Software Development Backend Development GROW,13,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2014); owned IP: Developers PRODUCT, DESIGN AND ENGINEERI; jd 3703ch; ~150 staff"
162,80,Maraekat InfoTech Limited,maraekat.com,Mumbai,nasscom,,,EXISTED_2COR,rdap=2000-09-05; copyright_footer=2019; nasscom_harvest=nasscom:PROVEN: 2023 Wayback title 'Soft,Verified,1,", partners and employees alike Delivery – On our products and promises Innovation – To cre",0,1,0,0,3515,"ble, and well-documented code Participate in code reviews and technical discussions Mumbai",Software development comany | Software development company in Ind,26,Seema Varghese,Founder and Director,https://in.linkedin.com/in/seema-varghese,identity_full,"EXISTED_2COR(rdap=2000-09-05); owned IP: , partners and employees alike Delivery ; review-gate JD x1; jd 3515ch"
163,80,Primewayz Infotech Pvt. Ltd.,primewayz.com,"Noida, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2018; rdap=2017-06-14; wayback=20230605,Verified,1,hip We stay with you beyond go-live to help your product evolve and grow continuously. Rea,1,0,0,0,3359,"tAPI, Groovy, JQuery, JavaScript, XML, JSON, Bitbucket, Jasper Reports, Tomcat, Jira, Agil",Custom Software Development Company in India | Primewayz Twi,9,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2018); owned IP: hip We stay with you beyond go-live to h; jd 3359ch; ~150 staff
164,80,Innostax,innostax.com,"Gurgaon, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2013; rdap=2013-10-18; wayback=20230610,Verified,1,"to full-scale SaaS platform, Innostax takes your product from concept to production with a",0,0,1,0,3076,,Product Development Services | Innostax Consulting Services Mana,13,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2013); owned IP: to full-scale SaaS platform, Innostax ta; jd 3076ch; ~150 staff"
165,77,Lexington Soft Pvt Ltd,lexingtonsoft.com,Chennai,nasscom,,,EXISTED_2COR,rdap=2010-09-08; nasscom_harvest=nasscom:DOMAIN_ONLY - domain registered ,Verified,1,for EU market access. cyberresilienceact.eu Our products help Simplifies CRA Compliance! L,0,3,0,0,102628,"Site: reseller catalog - SmartBear, LDRA, Klocwork, Polaris, RadView | Open roles are Solu","on Security for your Software AI is Changing Software Development Forever, It’s Time to St",16,,,,identity_pending,EXISTED_2COR(rdap=2010-09-08); owned IP: for EU market access. cyberresilienceact; review-gate JD x3; jd 102628ch
166,77,Optimum Infosystem Private Limited,theoptimum.net,Chennai,nasscom,,,EXISTED_2COR,rdap=1999-12-11; nasscom_harvest=nasscom:Domain registered 1999-12-11; no,Verified,1,"e in automated testing, we can help you get your products to market faster and with more q",1,0,1,0,45503,JD: Azure DevOps named among required DevOps tools | Site: 'End to End Testing' is a named,,27,Balwant Jain,Founder CEO,,identity_name_only,"EXISTED_2COR(rdap=1999-12-11); owned IP: e in automated testing, we can help you ; jd 45503ch"
167,75,Sourcemash Technologies Private Limited,sourcemash.com,Punjab,nasscom,,,PROVEN_EQUIV,nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING - archived; wayback=20230223,Verified,0,,3,1,3,0,130996,"JD: 'create pull requests, and manage code changes using Bitbucket' | JD: 'pull-request-ba",AI Digital Product Engineering Consultant in USA- SourceMash --> --> --> --,0,,,,identity_pending,PROVEN_EQUIV(nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING - archived); review-gate JD x1; jd 130996ch
168,75,Global Infovision Pvt Ltd,globalinfovision.com,Hyderabad,nasscom,,,PROVEN_EQUIV,rdap=2000-03-07; nasscom_harvest=nasscom:PROVEN - 2023 snapshot listed IT; wayback=20230525,Verified,0,,0,3,3,0,107983,JD: 'Testing features and providing code reviews for other developers' | Site: 'certified ,"operations & boosting efficiency. Learn More Software Development We design, develop, and ",26,,,,identity_pending,PROVEN_EQUIV(rdap=2000-03-07); review-gate JD x3; jd 107983ch
169,75,Five Exceptions Software Solutions Pvt Ltd,5exceptions.com,"Indore, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2015; rdap=2015-11-13; wayback=20230414,Verified,0,,32,4,38,2,99903,lve complex technical issues. Participate in code reviews and ensure adherence to developm,elopment --> Android App Development Android Application Development --> --> iOS App Devel,11,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2015); review-gate JD x4; jd 99903ch; ~30 staff
170,75,Armia Systems Private Limited,armia.com,Kochi,nasscom,,,PROVEN_EQUIV,rdap=2000-03-02; copyright_footer=2003; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING - archived; wayback=20230601,Verified,0,,0,1,1,0,37773,"JD: 'Conduct code reviews, debugging, and performance optimization' | JD: 'Git repository ",t Mobile App Development Web App Development Development Services Startup Consulting Web H,26,Aji Karavattumanimalayil Abraham,Director,,identity_name_only,PROVEN_EQUIV(rdap=2000-03-02); review-gate JD x1; jd 37773ch
171,75,Intellial Solutions Pvt Ltd,intellial.com,"Ahmedabad, India",goodfirms,50-249,150,EXISTED_2COR,goodfirms_founded=2011; rdap=2005-07-19; wayback=20230403,Verified,0,,0,6,0,0,36415,"track invoices, built using Bhashini APIs. A code review agent for your college project th",,21,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2011); review-gate JD x6; jd 36415ch; ~150 staff
172,75,SUPER WEB DEVELOPMENT LLP,superwebdevelopment.com,"Noida, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2013; rdap=2017-11-17; copyright_footer=2013; wayback=20230605,Verified,0,,4,1,0,0,35569,aximum speed and scalability. Participate in code reviews to maintain code quality and sta,arted The Work We Do WDG is professional web application development agency. Our Strategy ,9,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2013); review-gate JD x1; jd 35569ch; ~30 staff
173,75,Novaya,novayasoft.com,"Hyderabad, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2013; rdap=2016-10-05; copyright_footer=2019; wayback=20230926,Verified,0,,6,4,10,2,32894,"es, and optimize performance. Participate in code reviews, provide mentorship to junior de","Custom Software Development, Product Development and IT Serv",10,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2013); review-gate JD x4; jd 32894ch; ~30 staff
174,75,iSummation Technologies,isummation.com,"Ahmedabad, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2003; rdap=2003-06-30; wayback=20230601,Verified,0,,3,0,4,0,32318,"erstanding of code versioning tools, such as Git Able to build lower-level features like O",#1 Software Development Company | ColdFusion Developers USA | iSumma,23,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2003); jd 32318ch; ~150 staff
175,75,Webdecorum,webdecorum.com,"Gurgaon, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2011; rdap=2012-02-02; wayback=20230530,Verified,0,,6,2,0,0,32137,y and responsiveness of applications Perform code reviews to maintain high coding standard,﻿ Web Application Development for Innovative Solutions Home Company About,14,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2011); review-gate JD x2; jd 32137ch; ~30 staff
176,75,TechnoCrackers,technocrackers.com,"Ahmedabad, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2014; rdap=2013-05-12; wayback=20230424,Verified,0,,2,1,0,0,29487,": Write clean, maintainable code and conduct code reviews to ensure high standards and bes",ent White Label Services White Label Website Development Services Grow your agency with a ,13,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2014); review-gate JD x1; jd 29487ch; ~30 staff
177,75,Concetto Labs,concettolabs.com,"Ahmedabad, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2014; rdap=2015-09-06; copyright_footer=2014; wayback=20230601,Verified,0,,2,1,0,1,27076,"teams to deliver scalable solutions. Perform code reviews, debugging, and performance opti",Dynamics 365 Copilot AI Agent Development AI Software Development ChatGPT Integration Serv,11,Tejas Patel,Co-Founder & CEO,https://www.linkedin.com/in/tejas-patel-52051615,identity_full,PROVEN_EQUIV(goodfirms_founded=2014); review-gate JD x1; jd 27076ch; ~150 staff
178,75,TecOrb Technologies,tecorb.com,"Noida, India",goodfirms,50-249,150,EXISTED_2COR,goodfirms_founded=2015; rdap=2011-10-23; copyright_footer=2015; wayback=20230604,Verified,0,,3,0,1,0,26997,"ommunities — LinkedIn, X (Twitter), Discord, GitHub, and developer forums — where our buye",,15,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2015); jd 26997ch; ~150 staff
179,75,Grawlix Software Private Limited,grawlixsoft.com,"Pune, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2016; wayback=20230609,Verified,0,,1,0,1,0,23253,rganized code-base Very well versed in using GitHub for repository management Ability to b,AI Software Development &amp; Performance Marketing - Grawlix SERVIC,10,(verify),,,identity_name_only,PROVEN_EQUIV(goodfirms_founded=2016); jd 23253ch; ~150 staff
180,75,Sensussoft Software Pvt.Ltd,sensussoft.com,"Surat, India",goodfirms,10-49,30,SOURCE_ONLY,goodfirms_founded=2014,Inferred,1,e | Sensussoft Skip to main content Products Our Products View all Livescraper Google Maps,1,2,0,0,20005,"arn our engineering standards, contribute to code reviews, and develop fluency in our core",enerative AI Development Backend Development Custom Software Workflow Automation UI/UX Des,12,,,,identity_pending,SOURCE_ONLY(goodfirms_founded=2014); owned IP: e | Sensussoft Skip to main content Prod; review-gate JD x2; jd 20005ch; ~30 staff
181,75,Digital HubSolution,digitalhubsolution.com,"Noida, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2018; wayback=20230524,Verified,1,"re to answer your questions, assist you with our products and services, and support you in",0,0,0,0,19671,,5 08412 +91 95605 08412 Professional Website Development Services to Grow Your Business On,8,(verify),,,identity_name_only,"PROVEN_EQUIV(goodfirms_founded=2018); owned IP: re to answer your questions, assist you ; jd 19671ch; ~150 staff"
