rank,score,name,domain,city,source,band_label,hc_num,pre2024_grade,pre2024_evidence,pre2024_confidence,owned_ip,ownip_quote,repo_host_hits,review_gate_hits,cicd_hits,nongit_hits,jd_chars,jd_quote,dev_quote,years_active,contact_name,contact_title,contact_linkedin,identity_status,why_this_rank
154,60,HashRoot Technologies,hashroot.com,"Kochi, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2009; rdap=2009-09-11; wayback=20230529,Verified,0,,0,0,3,0,13485,,rcing Software Services Application Services Application Development Application Support P,17,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2009); jd 13485ch; ~150 staff
155,60,iWebServices,i-webservices.com,"Noida, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2011; rdap=2012-06-19; copyright_footer=2011; wayback=20230601,Verified,0,,0,0,3,0,13055,,elopers Hire Mobile App Developers Expert in building mobile apps Hire Web Developers Web ,14,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2011); jd 13055ch; ~150 staff
156,60,iProgrammer Solutions Private Limited,iprogrammer.com,"Pune, India",goodfirms+nasscom,50-249,150,PROVEN_EQUIV,goodfirms_founded=2007; rdap=2004-01-30; wayback=20230712,Verified,0,,0,0,1,0,12788,,"Product Engineering Company | India, USA &amp; Australia Let&#82",22,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2007); jd 12788ch; ~150 staff
157,60,Yaali Bizappln Solutions,bizappln.com,"Chennai, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2016; rdap=2016-08-08; wayback=20230529,Verified,0,,5,0,1,1,12728,"xperience with build tools like Grunt/ Gulp, Github preferred. If you're interested in thi",ons that solve prevailing Business Problems. Custom Software Development Web Application D,10,(verify),,,identity_name_only,PROVEN_EQUIV(goodfirms_founded=2016); jd 12728ch; ~150 staff
158,60,Prakash Software Solutions Pvt Ltd,prakashinfotech.com,"Vadodara, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2000; rdap=2000-09-19; wayback=20230605,Verified,0,,2,0,0,0,12209,llo. [email&#160;protected] Facebook Twitter Github Linkedin Instagram Stack-overflow AI S,AI Development Company | Software Development Company USA × Skip links Skip to primary nav,26,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2000); jd 12209ch; ~150 staff
159,60,Hatch2web IT Solutions,hatch2web.com,"Mohali, India",goodfirms,50-249,150,EXISTED_2COR,goodfirms_founded=2014; rdap=2014-03-02; wayback=20230330,Verified,0,,2,0,0,0,11940,"QL, PostgreSQL, or MongoDB. Familiarity with version control systems (e.g., Git) and deplo",,12,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2014); jd 11940ch; ~150 staff
160,60,Graffersid,graffersid.com,"Indore, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2016; rdap=2017-03-30; wayback=20230605,Verified,0,,0,2,0,0,11934,Maintaining and enhancing the quality of the code Reviewing updated software systems. Mana,Center Hire Developers with Past experience building products similar to yours. Developers,9,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2016); review-gate JD x2; jd 11934ch; ~30 staff
161,60,Silicon IT Hub,siliconithub.com,"Ahmedabad, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=1998; rdap=2012-03-28; copyright_footer=2005; wayback=20230619,Verified,0,,0,0,2,0,11016,,ote Hire Dedicated Professionals - Bestshore Software Development Services Delivering high,14,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=1998); jd 11016ch; ~150 staff
162,60,OfficialGates Technologies Private Limited,officialgates.com,"Chennai, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2006; rdap=2006-06-22; wayback=20230512,Verified,0,,0,1,0,0,10407,bug tracking systems Participate in software code reviews to ensure the creation of high q,eting and Analysis More Services --> Leading Development services with a global customer b,20,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2006); review-gate JD x1; jd 10407ch; ~30 staff
163,60,Extended Web AppTech LLP,extwebtech.com,"Hyderabad, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2013; wayback=20230605,Verified,0,,3,0,1,2,10177,"like Grunt, Gulp, and Bower Proficient with Git. Excellent communication skills, both writ",lopment Enterprise Mobility Solutions Tablet Application Development Wearable App Developm,13,Sachin Ba,Co-Founder,https://www.linkedin.com/in/sachin-ba-43160284,identity_full,PROVEN_EQUIV(goodfirms_founded=2013); jd 10177ch; ~150 staff
164,60,Pronteff IT Solutions,pronteff.com,"Hyderabad, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2017; rdap=2017-06-09; wayback=20230601,Verified,0,,0,0,5,0,10132,,and innovation that reflect the values of a Software development company in India. Technol,9,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2017); jd 10132ch; ~150 staff
165,60,AllianceTek,alliancetek.com,"Ahmedabad, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2004; rdap=2003-01-15; wayback=20230601,Verified,0,,0,0,1,0,10016,,aged Service Provider Services Menu Collapse Application Development SaaS Development Micr,23,Melanie Anclerson,"Shareholder, Co-Managing Partner",,identity_name_only,PROVEN_EQUIV(goodfirms_founded=2004); jd 10016ch; ~150 staff
166,60,infiCare Technologies,inficaretech.com,"Noida, India",goodfirms,50-249,150,EXISTED_2COR,goodfirms_founded=2001; rdap=2005-07-29; wayback=20230529,Verified,0,,0,0,1,0,9876,,,21,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2001); jd 9876ch; ~150 staff
167,60,BDSD Technology Private Limited,bdsdtechnology.com,"Noida, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2016; wayback=20230605,Verified,0,,0,2,0,0,9690,"on't put values on posters. We apply them in code reviews, in client calls, in how we hand","Software Development Company | Web, App &amp; AI Experts +91-9354",10,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2016); review-gate JD x2; jd 9690ch; ~30 staff
168,60,Royal IT Park Services,royalitpark.com,"Hyderabad, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2010; rdap=2013-08-17; wayback=20230525,Verified,0,,2,0,0,0,9414,"PostgreSQL, etc. Familiar with REST APIs and version control (Git). Strong problem-solving",partnered with Royal IT Park Services for a custom software and the experience was outstan,13,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2010); jd 9414ch; ~150 staff
169,60,Sapours Technologies,sapours.com,"Pune, India",goodfirms,50-249,150,EXISTED_2COR,goodfirms_founded=2015; rdap=2015-06-17; wayback=20230605,Verified,0,,2,0,0,0,8871,"e project development using tools like Jira, GIT and Confluence, and monitor the project p",,11,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2015); jd 8871ch; ~150 staff
170,60,Prismberry Technologies,prismberry.com,"Noida, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2018; rdap=2018-01-29; wayback=20230511,Verified,0,,0,0,2,0,8833,,AI-first Software Development Company | Prismberry Prismberry | AI-Driven,8,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2018); jd 8833ch; ~150 staff
171,60,Mobio Solutions,mobiosolutions.com,"Ahmedabad, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2016; wayback=20230601,Verified,0,,2,0,0,0,8529,X-twitter Icon-instagram-1 Linkedin Youtube Github Dribbble Behance Please leave this fiel,AI-Powered App &amp; Software Development Company | Mobio Solutions Skip to content Se,10,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2016); jd 8529ch; ~150 staff
172,60,Seawind Solution Pvt Ltd,seawindsolution.com,"Ahmedabad, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2010; rdap=2010-04-02; wayback=20230602,Verified,0,,4,0,1,0,8280,and real-time database handling Knowledge of version control systems such as Git/GitHub/Gi,Top Web Design & Development Services in India About Us About Us Mission Vision In,16,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2010); jd 8280ch; ~30 staff
173,60,Citta Solutions Pvt Ltd,cittasolutions.com,"Ahmedabad, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2009; rdap=2010-10-30; wayback=20230607,Verified,0,,0,0,2,0,7831,,e Services Software Services Exigency Mobile Application Development ERP Solution Applicat,16,(verify),,,identity_name_only,PROVEN_EQUIV(goodfirms_founded=2009); jd 7831ch; ~150 staff
174,60,Brand Metrics Fintech Pvt Ltd,brandmetrics.in,"Jaipur, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2021; rdap=2019-08-23; wayback=20230603,Verified,0,,0,1,1,0,7635,"scalability, and reliability Participate in code reviews and deployment processes Apply fo",ng Manufacturing Services AI Development --> Application Development Strategy & Consulting,7,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2021); review-gate JD x1; jd 7635ch; ~30 staff
175,60,Bugbattlers Technologies Pvt Ltd,bugbattlers.com,"Pune, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2022; wayback=20230526,Verified,0,,5,1,0,0,7380,"s Minimal bureaucratic overhead, transparent code reviews, structured sprint planning, and","Bugbattlers Technologies | Premier Custom Software, Mobile App &amp; AI Engineering Agency",4,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2022); review-gate JD x1; jd 7380ch; ~30 staff
176,60,American IT Solutions,americanitinc.com,"Hyderabad, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2005; rdap=2004-04-02; copyright_footer=2021; wayback=20230603,Verified,0,,2,0,2,0,6696,id Studio RESTful API integration using JSON Git version control and Agile development pra,,22,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2005); jd 6696ch; ~30 staff
177,60,Technoloader Pvt Ltd,technoloader.com,"Jaipur, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2019; rdap=2017-10-08; copyright_footer=2018; wayback=20230605,Verified,0,,4,0,0,0,6419,"ckend development, Performance optimization, Version control (Git) Responsibilities: Devel",a quote AI Blockchain Contact Us Blockchain Development Services Private Blockchain Develo,9,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2019); jd 6419ch; ~150 staff
178,60,Pardy Panda Studios,pardypanda.com,"Vadodara, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2015; rdap=2012-11-06; copyright_footer=2019; wayback=20230608,Verified,0,,4,0,1,0,6101,"oDB. Proficiency in RESTful API development, Git, and problem-solving is required. Experie",Pardy Panda | Top Mobile App &amp; Software Development Company Home About Work Process Te,14,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2015); jd 6101ch; ~30 staff
179,60,Celestial Systems Inc,celestialsys.com,"Noida, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2001; rdap=2001-11-26; wayback=20230607,Verified,0,,2,0,0,0,5658,4.5 Explore reviews ​ Follow Us Linkedin-in Github X-twitter Youtube Facebook-f Instagram ,G “Celestial Systems’ ability to adapt their software development expertise to meet our un,25,Sanjay Raina,President & CEO,https://www.linkedin.com/in/sanjay-raina-5270a63b,identity_full,PROVEN_EQUIV(goodfirms_founded=2001); jd 5658ch; ~150 staff
180,60,Moreyeahs,moreyeahs.com,"Indore, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2013; rdap=2009-03-12; wayback=20230531,Verified,0,,0,0,1,0,5468,,Implementation Web &amp; App Development Web Application Development Mobile App Developmen,17,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2013); jd 5468ch; ~150 staff
181,60,Trident Spark,tridentspark.com,"Indore, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2018; rdap=2018-09-03; wayback=20230609,Verified,0,,5,0,1,0,5404,"Laravel DevOps Development AWS, GCP, Azure, Git, CICD, Kubernetes, Docker, IBM Digital Mar",> --> Skip to content Trident Spark Infotech Software Development Company &#x1F680; Loadin,8,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2018); jd 5404ch; ~30 staff
182,60,Royal Man Technologies,royalmantech.com,"Noida, India",goodfirms,10-49,30,PROVEN_EQUIV,rdap=2018-12-12; wayback=20230508,Verified,1,"To boost downloads, we help you to optimize your product for top notch App Store and Play ",0,0,0,0,4907,,s Mobile App Development Web App Development Custom Software Development Digital Marketing,8,,,,identity_pending,"PROVEN_EQUIV(rdap=2018-12-12); owned IP: To boost downloads, we help you to optim; jd 4907ch; ~30 staff"
183,60,Lemolite,lemolite.com,"Ahmedabad, India",goodfirms,10-49,30,PROVEN_EQUIV,rdap=2016-09-27; wayback=20230924,Verified,1,"Is, or scattered development teams delaying your product launches?... Read More Swetketu T",0,0,0,0,4869,,Custom Software Development Company | UK · UAE · India | Lem,10,,,,identity_pending,"PROVEN_EQUIV(rdap=2016-09-27); owned IP: Is, or scattered development teams delay; jd 4869ch; ~30 staff"
184,60,Posidex Technologies Pvt Ltd,posidex.com,Hyderabad,nasscom,,,EXISTED_2COR,rdap=2003-08-03; wayback=20230603,Verified,1,ased on their engagement? Are you tailoring your products and services to the right custom,0,0,0,0,4812,,,23,,,,identity_pending,EXISTED_2COR(rdap=2003-08-03); owned IP: ased on their engagement? Are you tailor; jd 4812ch
185,60,Zed-Axis Technologies Pvt. Ltd.,zedaxis.com,"Gurgaon, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2004; rdap=2007-06-19; copyright_footer=2020; wayback=20230514,Verified,1,uter Hardware & Networking About Us About Us Our Products Solutions Resources Contact Us S,0,0,0,0,4795,,"l display, market trend analysis, Custom CRM Software Development Company for business for",19,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2004); owned IP: uter Hardware & Networking About Us Abou; jd 4795ch; ~30 staff
186,60,Space To Tech Technology,spacetotech.com,"Noida, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2022; rdap=2023-01-11; wayback=20230722,Verified,1,Talk directly with the developers building your product instead of waiting through multipl,0,0,0,0,4763,,ompany in India About Services Our Expertise Product Development › Product Development Web,3,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2022); owned IP: Talk directly with the developers buildi; jd 4763ch; ~150 staff
187,60,CodiFly IT Solutions,codiflysoftware.com,"Jaipur, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2021; rdap=2021-03-05; wayback=20230530,Verified,1,n deck A R S +4 About Us A team that treats your product as their own. CodiFly is a web an,2,0,0,0,4698,neration AI ✦ Cursor AI-native code editor 🐙 GitHub Copilot AI pair programmer 🔵 Tabnine W,hat We Build Our Services Full-cycle digital product development from strategy to launch. ,5,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2021); owned IP: n deck A R S +4 About Us A team that tre; jd 4698ch; ~30 staff
188,60,NumeroEins Software Private Limited,numeroeins.com,"Indore, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2017; rdap=2016-12-27; copyright_footer=2022,Verified,1,"y innovation for you. We simply believe in “Your product – our technology, we create – you",0,0,0,0,4655,,"ology, we create – you sell.” We provide web development services to help you customize en",10,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2017); owned IP: y innovation for you. We simply believe ; jd 4655ch; ~30 staff
189,60,Orangedice Solutions FZC LLC,orangedice.ae,"Kochi, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2010; wayback=20230531,Verified,1,mized to your operational needs. View More → OUR PRODUCTS From retail to education to real,0,0,0,0,4599,,S E O Digital Marketing E-Commerce Branding Software Development C M S Web Security Conten,16,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2010); owned IP: mized to your operational needs. View Mo; jd 4599ch; ~30 staff
190,60,Think201,think201.com,"Bengaluru, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2012; copyright_footer=2012; wayback=20230602,Verified,1,opment We help you bring the power of AI to your product journey that can deliver features,0,0,0,0,4587,,. Our blog covers everything from the latest software development practices to in-depth di,14,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2012); owned IP: opment We help you bring the power of AI; jd 4587ch; ~30 staff
191,60,Lanware Solutions,lanwaresolutions.com,"Kochi, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2013; rdap=2017-01-25; wayback=20230528,Verified,1,"r systems up-to-date, secure, and optimized. Our Products Merjio Merjio – Asset Tracking 3",0,0,0,0,4585,,Custom Software &amp; Embedded Solutions | Lanware Solutions,9,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2013); owned IP: r systems up-to-date, secure, and optimi; jd 4585ch; ~30 staff"
192,60,Hitouch Technologies (P) Ltd.,hitouchtechnologies.com,"Bengaluru, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2012; rdap=2012-03-31; copyright_footer=2012; wayback=20231030,Verified,1,"ERP Development Digital Marketing View More Our Products FOR MANUFACTURING, EXPORTER View ",0,0,0,0,4583,,"Hitouch- Software, Website, Mobile & Web Application Development Hitouch- Software, Websit",14,R. K. Jain,Director,https://www.linkedin.com/in/erpdaddy,identity_full,PROVEN_EQUIV(goodfirms_founded=2012); owned IP: ERP Development Digital Marketing View M; jd 4583ch; ~30 staff
