name,website,description,relevance_status,lead_score,qualification_reason
WEBTECHSOFT,https://webtechsoft.com/web-design-company-in-bangladesh/,"Are you Looking for the best web development company? Here is the top web developers list with reviews that provide custom website development services for your web/projects. Web development is the most key steps in managing a successful online presence. web design company in bangladesh, best web development services. www.webtechsoft.com makes it incredibly challenging for ...",IRRELEVANT,3,"Web design company centered on domain/hosting reselling, static websites, SEO and clipping-path/graphics work."
PIISTECH,https://www.piistech.com/,PIISTECH is a one-stop web & software solutions provider company in Bangladesh. PIISTECH stands for Perfect Intelligence Information System & Technology where we provide software services. It’s initially started out its business in February 2017. It has been involved in the development of outsourcing from the very beginning and therefore all services highlight the experience ...,RELEVANT,7,"Custom software developer building client-server apps, CRM, ERP, TMS and mobile apps for startups to enterprises."
Onecodesoft,https://onecodesoft.com/,"Onecodesoft, a trusted software company in Bangladesh, we offer innovative web development, eCommerce websites, and custom software solutions to help grow your business. With 24/7 support, we ensure your success in the digital world. As one of the best IT companies in Bangladesh, we specialize in building responsive websites and delivering best software solutions. At ...",IRRELEVANT,4,"Sells packaged eCommerce/POS templates, webview apps and bulk SMS rather than custom engineering; a productized web-package vendor."
Sistema Soft Limited,https://sistemasoft.com/,"Sistema Soft Limited is your trusted partner for end-to-end custom software development. Founded on the principles of innovation, quality, and client-first collaboration, we specialize in building robust, scalable solutions that help businesses achieve measurable growth. With 12+ years of experience in Microsoft technologies—including .NET Core, ASP.NET MVC, C#, SQL Server, Web API, AngularJS, and Entity ...",RELEVANT,7,"End-to-end custom software firm building cloud-based SaaS products (fixed-asset management, HR & payroll) for business growth."
IT Garden BD,http://itgardenbd.com/,"About IT Garden BD: IT Garden BD specializes in providing end-to-end IT solutions... IT Garden BD strives for quality in meeting customer requirements... Incorporated in 2010, with an objective of providing... Mission: To be globally recognized and remain as a high quality and cost-effective provider... Vision for IT: Information Technology will continue to evolve with ...",RELEVANT,7,"ERP/POS/HR software vendor also offering custom software, web/mobile app and API development, cloud and database design since 2010."
Kolom Technologies Ltd.,https://www.kolom.ai/,"Kolom Technologies is an innovation-led software company specializing in enterprise-grade web, mobile, and AI-driven solutions. We bridge sophisticated technology and human impact to deliver end-to-end products that empower businesses and strengthen societies worldwide.",RELEVANT,7,"Innovation-led firm specializing in enterprise-grade web, mobile and AI-driven solutions (homepage is a pre-launch teaser, judged on description)."
Soft Aid Tech,https://softaidtech.com/,"Soft Aid Tech is a global IT solutions company that specializes in custom software development, IT resource augmentation, and digital services. They help businesses scale by providing skilled developers, building tailored applications, and delivering end-to-end technology solutions. With a focus on quality, flexibility, and fast deployment, Soft Aid Tech supports startups, SMEs, and enterprises in ...",RELEVANT,7,Custom software development and offshore IT staff augmentation with a 150+ developer team over 15+ years (plus some marketing services).
BDWEBIT,https://bdwebit.com/,"I am a web developer, I provide Domain register, Domain renew, domain reseller, Domain checker, register a edu domain, etc.",IRRELEVANT,3,Domain registration/reseller and web hosting provider with only static/dynamic website development; not a custom-engineering firm.
The Tork,https://thetork.com/,"Tork offers top-tier services in design, coding, development, and branding. Unlock your project's potential with our comprehensive expertise, delivering unparalleled results in the digital realm.",RELEVANT,7,"Broad engineering stack (React/Vue/Go/Node/Python), mobile, blockchain, ERP, SaaS and ML/AI solutions, alongside some branding/SEO work."
Smart Web BD,https://smartwebbd.com/,"Smart Web BD is a Mymensingh-based software development agency delivering web apps, mobile apps, and digital solutions for local Bangladeshi and international clients. We specialize in React, TypeScript, and modern full-stack development — building fast, scalable products with a focus on clean code and real business impact. Founded in 2026, we work with startups and ...",RELEVANT,7,"Software development agency building enterprise web applications and mobile apps with modern stacks (React, Node.js, Flutter)."
