source,name,city,website,domain,founded_year,size_band,band_label,headcount,headcount_unknown,whale_candidate,staffing_mix,pre2024_grade,pre2024_evidence,pre2024_confidence,dev_wording,dev_quote,qa_only,owned_ip,ownip_quote,jd_chars,repo_host_hits,review_gate_hits,cicd_hits,nongit_hits,jd_quote,extraction_verified,contact_name,contact_title,contact_linkedin,identity_status,hc_num,score,years_active,domain_age_key,lane_reason
nasscom,TSL Consulting Private Limited,Pune,https://tslconsulting.in/,tslconsulting.in,,,,,True,False,False,EXISTED_2COR,rdap=2018-09-14; nasscom_harvest=nasscom:PROVEN; wayback=20230328,Verified,0,,0,0,,92350,0,0,0,0,pre-2024: proven | site mentions cicd,False,,,,identity_pending,,45,8,2018-09-14,zero signals unverified after re-crawl
nasscom,Criticalriver Technologies Private Limited,Hyderabad,https://www.criticalriver.com/,criticalriver.com,,,,,True,False,False,PROVEN_EQUIV,rdap=2014-02-17; nasscom_harvest=nasscom:PROVEN - 2022 wayback nav lists ; wayback=20230531,Verified,1,", scalable systems through AI-assisted SDLC (Software Development Life Cycle), the new way",0,0,,89766,0,0,0,0,wayback 20220601: 'Salesforce Software Engineering Product Engineering' | site: named acce,False,Prabhakar Reddy Inukonda,,,identity_name_only,,45,12,2014-02-17,zero signals unverified after re-crawl
nasscom,Emerson Innovation Center - Pune (A Div. of Emerson Electric Company (I) Pvt Ltd),Pune,http://www.emerson.com,emerson.com,,,,,True,False,False,EXISTED_2COR,rdap=1995-07-29; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; wayback=20161111,Verified,0,,0,0,,86685,0,0,0,0,pre-2024: existed no sw wording | site mentions cicd,False,,,,identity_pending,,45,31,1995-07-29,zero signals unverified after re-crawl
nasscom,Sri Vishnu Educational Society,Hyderabad,http://www.srivishnu.edu.in/,srivishnu.edu.in,,,,,True,False,False,EXISTED_2COR,rdap=2008-08-08; copyright_footer=2018; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2008-08-08,Verified,0,,0,0,,82205,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,45,18,2008-08-08,zero signals unverified after re-crawl
nasscom,Ensono Technologies LLP,Pune,https://www.ensono.com/,ensono.com,,,,,True,False,False,PROVEN_EQUIV,rdap=2015-02-10; nasscom_harvest=nasscom:UNKNOWN; wayback=20230601,Verified,1,nterfaces Digital Acceleration Roadmap Cloud Application Development Intelligent Data Plat,0,0,,81344,0,0,0,0,pre-2024: unknown,False,,,,identity_pending,,45,11,2015-02-10,zero signals unverified after re-crawl
nasscom,S10 Healthcare Solutions Pvt Ltd,Chennai,http://www.s10health.com,s10health.com,,,,,True,False,False,EXISTED_2COR,rdap=2013-04-30; copyright_footer=2022; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2013,Verified,0,,0,0,,81133,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,45,13,2013-04-30,zero signals unverified after re-crawl
nasscom,PricewaterhouseCoopers Pvt Ltd,Mumbai,http://www.pwc.com,pwc.com,,,,,True,False,False,EXISTED_2COR,rdap=2001-11-10; copyright_footer=2017; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2001,Verified,0,,0,0,,79730,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,45,25,2001-11-10,zero signals unverified after re-crawl
goodfirms+nasscom,CS Soft Solutions India Pvt. Ltd.,"Mohali, India",https://www.cssoftsolutions.com,cssoftsolutions.com,2009,250+,250+,,False,True,False,EXISTED_2COR,goodfirms_founded=2009; rdap=2009-11-09; nasscom_harvest=nasscom:PROVEN - 2023 wayback snapshot l,Verified,1,AI &amp; Software Development Services | CS Soft Solutions AI &amp; Softwa,0,0,,76464,0,0,0,0,wayback 20230601: 'Custom Software Development Mobile App Development' | site: own certs I,False,Chhotu Sharma,Founder & CEO,https://www.linkedin.com/in/chhotu-sharma,identity_full,300,45,17,2009-11-09,zero signals unverified after re-crawl
nasscom,Montran Corporation (India) Private Limited,Mumbai,https://www.montran.in/,montran.in,,,,,True,False,False,EXISTED_2COR,rdap=2013-07-13; nasscom_harvest=nasscom:PROVEN; wayback=20230325,Verified,0,,0,0,,73276,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,45,13,2013-07-13,zero signals unverified after re-crawl
nasscom,Triwave Solutions Private Limited,Chennai,https://www.triwavesolutions.com,triwavesolutions.com,,,,,True,False,False,PROVEN_EQUIV,rdap=2017-09-06; copyright_footer=2022; nasscom_harvest=nasscom:PROVEN; wayback=20230605,Verified,1,"siness once we understand your firm’s goals. Product Development We can design, develop, a",0,0,,72021,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,45,9,2017-09-06,zero signals unverified after re-crawl
nasscom,Domo Business Services India Private Limited,Pune,https://www.domo.com,domo.com,,,,,True,False,False,EXISTED_2COR,rdap=1995-06-01; copyright_footer=2011; nasscom_harvest=nasscom:PROVEN; rdap:1995-06-01,Verified,0,,0,0,,71925,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,45,31,1995-06-01,zero signals unverified after re-crawl
nasscom,Commvault Systems (India) Private Limited,Bengaluru,https://www.commvault.com/,commvault.com,,,,,True,False,False,EXISTED_2COR,rdap=1996-06-01; nasscom_harvest=nasscom:UNKNOWN; wayback=20230601,Verified,0,,0,0,,65484,0,0,0,0,pre-2024: unknown | site mentions cicd,False,,,,identity_pending,,45,30,1996-06-01,zero signals unverified after re-crawl
nasscom,Electronic Arts Games (India) Pvt Ltd,Hyderabad,http://www.ea.com,ea.com,,,,,True,False,False,EXISTED_2COR,rdap=1993-04-14; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; wayback=20230602,Verified,0,,0,0,,63016,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,45,33,1993-04-14,zero signals unverified after re-crawl
nasscom,Waystone Centralised Services (IN) Private Limited,Mumbai,https://www.waystone.com/,waystone.com,,,,,True,False,False,EXISTED_2COR,rdap=2005-05-16; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; wayback=20230524,Verified,0,,0,0,,61895,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,45,21,2005-05-16,zero signals unverified after re-crawl
nasscom,ACA Global Capability Center (India) Private Limited,Pune,https://www.acaglobal.com/,acaglobal.com,,,,,True,False,False,EXISTED_2COR,rdap=2004-04-04; nasscom_harvest=nasscom:PROVEN — Wayback 20230601 compli; wayback=20230601,Verified,0,,0,0,,59226,0,0,0,0,"Name: 'Global Capability Center (India)' of ACA Group | Wayback 2023-06: compliance, cyber",False,,,,identity_pending,,45,22,2004-04-04,zero signals unverified after re-crawl
nasscom,Digital Aptech Private Limited,Kolkata,http://www.digitalaptech.com,digitalaptech.com,,,,,True,False,False,PROVEN_EQUIV,rdap=2013-03-18; nasscom_harvest=nasscom:PROVEN - 2023-06 Wayback snapsho; wayback=20230606,Verified,1,Best Software Development Company in India | Digital Aptech --> Skip t,0,0,,56437,0,0,0,0,Site portfolio: 'BITBUCKET/ GIT' on Kolkata Police project stack | Site: 'We use strict te,False,,,,identity_pending,,45,13,2013-03-18,zero signals unverified after re-crawl
nasscom,Circular Edge Solution Private Limited,Chennai,http://www.circularedge.com,circularedge.com,,,,,True,False,False,EXISTED_2COR,rdap=2000-04-13; nasscom_harvest=nasscom:PROVEN; wayback=20230601,Verified,0,,0,0,,56090,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,45,26,2000-04-13,zero signals unverified after re-crawl
nasscom,Winsoft Technologies India Pvt Ltd,Mumbai,http://www.winsoftech.com,winsoftech.com,,,,,True,False,False,EXISTED_2COR,rdap=1997-05-01; nasscom_harvest=nasscom:UNKNOWN; wayback=20230604,Verified,0,,0,0,,55058,0,0,0,0,pre-2024: unknown | site mentions cicd,False,,,,identity_pending,,45,29,1997-05-01,zero signals unverified after re-crawl
nasscom,FinacPlus Global Services Private Limited,Hyderabad,https://www.finacplus.com,finacplus.com,,,,,True,False,False,PROVEN_EQUIV,rdap=2017-07-26; nasscom_harvest=nasscom:PROVEN; wayback=20230529,Verified,1,ing &#038; Reporting Services Technology and Software Development Data Analytics Design &a,0,0,,54363,0,0,0,0,pre-2024: proven | site mentions compliance,False,,,,identity_pending,,45,9,2017-07-26,zero signals unverified after re-crawl
nasscom,Github India Private Limited,Delhi,https://github.com,github.com,,,,,True,False,False,PROVEN_EQUIV,rdap=2007-10-09; nasscom_harvest=nasscom:Wayback 2023-06 github.com produ; wayback=20230601,Verified,1,all solutions Resources EXPLORE BY TOPIC AI Software Development DevOps Security View all ,0,0,,49450,0,0,0,0,Site: 60 version-control mentions are its own product | Site: 'Explore code review' is pro,False,,,,identity_pending,,45,19,2007-10-09,zero signals unverified after re-crawl
nasscom,CLSA Technology & Services LLP,Pune,http://www.clsa.com,clsa.com,,,,,True,False,False,EXISTED_2COR,rdap=1997-04-03; nasscom_harvest=nasscom:UNKNOWN; wayback=20230601,Verified,0,,0,0,,47425,0,0,0,0,pre-2024: unknown,False,,,,identity_pending,,45,29,1997-04-03,zero signals unverified after re-crawl
nasscom,Quest Diagnostics HTAS India Private Limited,Hyderabad,http://www.QuestDiagnostics.com,questdiagnostics.com,,,,,True,False,False,EXISTED_2COR,rdap=1997-04-10; copyright_footer=2016; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING: 2023 arch,Verified,0,,0,0,,46833,0,0,0,0,"site_quotes enterprise: patient billing and insurance lookup, a consumer health site | sit",False,,,,identity_pending,,45,29,1997-04-10,zero signals unverified after re-crawl
goodfirms+nasscom,Pixel Solutionz,"Kolkata, India",https://www.pixelsolutionz.com/,pixelsolutionz.com,2015,10-49,10-49,,False,False,False,EXISTED_2COR,goodfirms_founded=2015; rdap=2014-11-05; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; goodfirms,Verified,1,ugh innovative e-commerce solutions Software Product Development Let your Idea achieve Suc,0,0,,45616,0,0,0,0,pre-2024: existed no sw wording | site mentions cicd,False,,,,identity_pending,30,45,12,2014-11-05,zero signals unverified after re-crawl
nasscom,Datagrid Solutions Private Limited,Mumbai,https://datagrid.co.in/,datagrid.co.in,,,,,True,False,False,EXISTED_2COR,rdap=2015-06-26; copyright_footer=2021; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2015,Verified,1,Software development company | Software development services | Mu,0,0,,44508,0,0,0,0,pre-2024: existed no sw wording | site mentions cicd,False,,,,identity_pending,,45,11,2015-06-26,zero signals unverified after re-crawl
nasscom,MHP India Private Limited,Bengaluru,https://www.mhp.com,mhp.com,,,,,True,False,False,PROVEN_EQUIV,rdap=1994-11-09; copyright_footer=1998; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; wayback=20130129,Verified,1,SAP Transformation Software-Defined Vehicle Software Development Supply Chain &amp; Operat,0,0,,42634,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,45,32,1994-11-09,zero signals unverified after re-crawl
nasscom,Reckitt Benckiser Healthcare India Private Limited,Hyderabad,https://www.reckitt.com/,reckitt.com,,,,,True,False,False,EXISTED_2COR,rdap=1996-02-11; nasscom_harvest=nasscom:PROVEN; wayback=20230602,Verified,0,,0,0,,41950,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,45,30,1996-02-11,zero signals unverified after re-crawl
nasscom,IndusGuru Network Partners LLP,Mumbai,https://www.indusguru.in/,indusguru.in,,,,,True,False,False,EXISTED_2COR,rdap=2016-01-12; copyright_footer=2020; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2016-01-12,Verified,0,,0,0,,41004,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,45,10,2016-01-12,zero signals unverified after re-crawl
nasscom,Intec Infra-Technologies Pvt Ltd,Gurugram,http://www.intecinfocom.com,intecinfocom.com,,,,,True,False,False,PROVEN_EQUIV,rdap=2002-04-13; nasscom_harvest=nasscom:UNKNOWN; wayback=20170923,Verified,1,es --> Connect with us --> Architectural BIM Development Services Our expertise lies in pr,0,0,,38613,0,0,0,0,pre-2024: unknown,False,,,,identity_pending,,45,24,2002-04-13,zero signals unverified after re-crawl
nasscom,PromptTech Global Private Limited,Trivandrum,https://prompttechsolutions.com/,prompttechsolutions.com,,,,,True,False,False,EXISTED_2COR,rdap=2017-02-10; nasscom_harvest=nasscom:PROVEN; wayback=20230530,Verified,0,,0,0,,38599,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,45,9,2017-02-10,zero signals unverified after re-crawl
nasscom,Tevatron Technologies Private Limited,Noida,https://www.tevatrontech.com,tevatrontech.com,,,,,True,False,False,PROVEN_EQUIV,rdap=2012-07-04; nasscom_harvest=nasscom:PROVEN; wayback=20230608,Verified,1,ome About Us Services Corporate Services IoT Development Services ODM Services Embedded &#,0,0,,38427,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,45,14,2012-07-04,zero signals unverified after re-crawl
nasscom,Technology Mindz (A Unit of Prachit Technology Services Private Limited),Jaipur,https://www.technologymindz.com,technologymindz.com,,,,,True,False,False,PROVEN_EQUIV,rdap=2014-08-20; nasscom_harvest=nasscom:PROVEN; wayback=20230604,Verified,1,"e, delivery and execution of IT initiatives, software development, as well as future discu",0,0,,36483,0,0,0,0,pre-2024: proven | site mentions cicd | site mentions compliance,False,,,,identity_pending,,45,12,2014-08-20,zero signals unverified after re-crawl
goodfirms+nasscom,Tabdelta Solutions,"Ahmedabad, India",https://tabdelta.com/,tabdelta.com,2019,50-249,50-249,,False,False,False,EXISTED_2COR,goodfirms_founded=2019; rdap=2020-03-10; nasscom_harvest=nasscom:PROVEN; rdap:2020-03-10; goodfir,Verified,1,Best software development company in India - Tabdelta Solutions --> Ho,0,0,,36116,0,0,0,0,pre-2024: proven,False,,,,identity_pending,150,45,6,2020-03-10,zero signals unverified after re-crawl
nasscom,Curriculum Associates India Private Limited,Bengaluru,https://www.curriculumassociates.com/,curriculumassociates.com,,,,,True,False,False,EXISTED_2COR,rdap=1996-11-30; nasscom_harvest=nasscom:PROVEN; wayback=20230601,Verified,0,,0,0,,33547,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,45,30,1996-11-30,zero signals unverified after re-crawl
nasscom,Counselect Services Private Limited,Bengaluru,https://counselect.com/,counselect.com,,,,,True,False,False,EXISTED_2COR,rdap=2013-03-06; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; wayback=20230607,Verified,0,,0,0,,32983,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,45,13,2013-03-06,zero signals unverified after re-crawl
nasscom,L&T Technology Services Ltd,Mumbai,https://www.ltts.com,ltts.com,,,,,True,False,False,PROVEN_EQUIV,rdap=2003-11-07; nasscom_harvest=nasscom:PROVEN; wayback=20230601,Verified,1,"ology Services (LTTS) | Digital Engineering, Product Engineering and ER&amp;D Services Ski",0,0,,32721,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,45,23,2003-11-07,zero signals unverified after re-crawl
nasscom,Opengov India Private Limited,Pune,https://opengov.com/,opengov.com,,,,,True,False,False,EXISTED_2COR,rdap=2002-04-16; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING - 2023-06-; wayback=20230601,Verified,0,,0,0,,32512,0,0,0,0,"44 Ashby listings, 32k chars read; no repo host or review gate | Site: 'IT Support Special",False,,,,identity_pending,,45,24,2002-04-16,zero signals unverified after re-crawl
nasscom,Saveetha Engineering College (A college of Saveetha Medical and Educational Trust),Chennai,http://www.saveetha.ac.in,saveetha.ac.in,,,,,True,False,False,EXISTED_2COR,rdap=2005-12-20; nasscom_harvest=nasscom:PROVEN; wayback=20230601,Verified,0,,0,0,,32101,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,45,21,2005-12-20,zero signals unverified after re-crawl
nasscom,Trusted Support Services Private Limited,Delhi,http://www.tsspl.org,tsspl.org,,,,,True,False,False,EXISTED_2COR,rdap=2013-09-02; copyright_footer=2013; nasscom_harvest=nasscom:UNKNOWN - no snapshot and no RDA; wayback=20231102,Verified,0,,0,0,,31464,0,0,0,0,Site: 'ISO 9001:2005 and ISO 27001:2003 certified company' own certifications | 31k chars ,False,,,,identity_pending,,45,13,2013-09-02,zero signals unverified after re-crawl
goodfirms+nasscom,Ksolves India Limited,"Noida, India",https://www.ksolves.com/,ksolves.com,2012,250+,250+,,False,True,False,EXISTED_2COR,goodfirms_founded=2012; rdap=2014-04-18; nasscom_harvest=nasscom:PROVEN; rdap:2014-04-18; goodfir,Verified,1,We are Ksolves India Limited is an AI-first Software Development company delivering end-to,0,0,,31042,0,0,0,0,pre-2024: proven | site mentions cicd,False,,,,identity_pending,300,45,12,2014-04-18,zero signals unverified after re-crawl
nasscom,"Infoparks, Kerala",Ernakulam,http://www.infopark.in,infopark.in,,,,,True,False,False,EXISTED_2COR,rdap=2005-02-16; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; wayback=20230601,Verified,0,,0,0,,30685,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,45,21,2005-02-16,zero signals unverified after re-crawl
nasscom,Algonomy Software Private Limited,Bengaluru,http://www.manthan.com,manthan.com,,,,,True,False,False,EXISTED_2COR,rdap=2004-10-17; copyright_footer=2020; nasscom_harvest=nasscom:PROVEN; wayback=20230601,Verified,0,,0,0,,30524,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,45,22,2004-10-17,zero signals unverified after re-crawl
nasscom,EQT Partners India Private Limited,Bengaluru,https://eqtgroup.com,eqtgroup.com,,,,,True,False,False,EXISTED_2COR,rdap=2014-03-06; nasscom_harvest=nasscom:PROVEN; wayback=20230530,Verified,0,,0,0,,30019,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,45,12,2014-03-06,zero signals unverified after re-crawl
nasscom,Axtria India Pvt Ltd,Gurugram,http://www.axtria.com,axtria.com,,,,,True,False,False,EXISTED_2COR,rdap=2003-02-18; nasscom_harvest=nasscom:PROVEN; wayback=20230601,Verified,0,,0,0,,28887,0,0,0,0,pre-2024: proven | site mentions cicd,False,,,,identity_pending,,45,23,2003-02-18,zero signals unverified after re-crawl
nasscom,Index Infotech (India) Private Limited,Pune,http://www.indexinfotech.com,indexinfotech.com,,,resolved:100,100,False,False,False,EXISTED_2COR,nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; wayback=20230601,Verified,0,,0,0,,28830,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,100,45,0,,zero signals unverified after re-crawl
nasscom,Mudunuru Limited,Visakhapatnam,https://www.mudunuru.com,mudunuru.com,,,,,True,False,False,PROVEN_EQUIV,rdap=2012-01-28; nasscom_harvest=nasscom:PROVEN; wayback=20231111,Verified,1,"st, UK and Australia. It is a pioneer in the application development of leading edge techn",0,0,,26667,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,45,14,2012-01-28,zero signals unverified after re-crawl
nasscom,NCR Corporation India Pvt Ltd,Hyderabad,http://www.ncr.com,ncr.com,,,,,True,False,False,EXISTED_2COR,rdap=1987-04-30; nasscom_harvest=nasscom:PROVEN; wayback=20230602,Verified,0,,0,0,,26420,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,45,39,1987-04-30,zero signals unverified after re-crawl
