rank,band,score,confidence,name,city,domain,website,headcount,already_in_hubspot,contact_known,GOLD_pts,TierA_pts,TierB_pts,TierC_pts,raw_before_caps,caps_applied,pre2024_basis,private_repo_host_hits,review_gate_hits,cicd_hits,jd_chars,evidence,graded_by,why_this_rank
270,Skip,30,Inferred,Zapbuild Technologies Private Limited,Mohali,zapbuild.com,https://www.zapbuild.com/,,,,25,0,15,10,50,generalist_agency_cap_30,"PROVEN: 2022-06 wayback title 'Custom Software, Web Application Development Company'",0,0,5,60391,"Site DevOps page: 'Infrastructure as a Code (IaC)', 'CI/CD workflows' (+15) | All five JD 'CI/CD' hits repeat one DevOps sales blurb | Services list: 'Customer Support Telesales & Telemarketing' beside development | Wayback 2022-06: 'Custom Software, Web Application Development Company - Zapbuild'",agent,"Sells DevOps as a service, so its five CI/CD hits are one sales blurb repeated, not JD practice — credit given only for the capability page describing IaC and pipelines. Development bundled with telesales, call-centre and hardware services caps it at 30 from a raw 50."
271,Skip,25,Inferred,4i Apps Solutions Pvt Ltd,Chennai,4iapps.com,https://www.4iapps.com/,,,,25,0,0,0,25,generalist-agency cap 30; training/education core cap 30,PROVEN,0,0,0,0,pre-2024: proven | site mentions cicd,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
272,Skip,25,Inferred,A & S Software Consultancy Private Limited,New Delhi,assoftwaregroup.com,https://www.assoftwaregroup.com,,,,25,0,0,0,25,generalist-agency cap 30,PROVEN,0,0,0,10619,pre-2024: proven,computed,
273,Skip,25,Inferred,A5E Consulting Private Limited,Mumbai,a5econsulting.com,https://a5econsulting.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,66416,pre-2024: proven | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
274,Skip,25,Inferred,Ably Soft Pvt Ltd,Mohali,ablysoft.com,https://www.ablysoft.com/,,,,25,0,0,0,25,generalist-agency cap 30; no careers AND no blog AND no team cap 40,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
275,Skip,25,Inferred,ABM Knowledgeware Ltd,Mumbai,abmindia.com,https://www.abmindia.com,,,,25,0,0,0,25,no careers AND no blog AND no team cap 40,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
276,Skip,25,Inferred,Ace Urban Infocity Limited,Hyderabad,aceurban.com,http://www.aceurban.com/,,,,25,0,0,0,25,no careers AND no blog AND no team cap 40,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
277,Skip,25,Inferred,Achala IT Solutions Private Limited,Hyderabad,achalasolutions.com,https://www.achalasolutions.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
278,Skip,25,Inferred,Aclire Information Services Private Limited,New Delhi,aclire.com,https://www.aclire.com/,,,,25,0,0,0,25,generalist-agency cap 30; no careers AND no blog AND no team cap 40,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
279,Skip,25,Inferred,ACS Solutions (Guru Gowri Krupa Technologies Pvt Ltd),Hyderabad,innovasolutions.com,https://innovasolutions.com/,7626,,"Raj Sardana (Founder, Chairman, & CEO)",25,0,0,0,25,"giant: headcount_known 7,626 > 5,000 -> excluded, band Skip",PROVEN: 2023 snapshot advertising digital product engineering services,0,0,0,29478,"headcount_known 7,626 — above the 5,000 giant threshold | Site: 'partners with more than 1100 small, mid-size and Fortune 500' | JD 29,478 chars; zero engineering signals | Site compliance quotes are GDPR cookie-banner only",agent,"Excluded as a giant on headcount 7,626; it is also the US-headquartered ACS/Innova staffing group rather than an Indian mid-market builder. Banded Skip regardless of score."
280,Skip,25,Inferred,Actualize Consulting Engineers (India) Private Limited,Bengaluru,actualize.co.in,https://actualize.co.in/,,,,25,0,0,0,25,,PROVEN,0,0,0,0,pre-2024: proven | site mentions cicd,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
281,Skip,25,Inferred,Adagrad Private Limited,Pune,adagrad.ai,https://www.adagrad.ai/,,,,25,0,0,0,25,,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
282,Skip,25,Inferred,Addsoft Technologies Private Limited,Cuttack,addsofttech.com,https://www.addsofttech.com/,,,,25,0,0,0,25,no careers AND no blog AND no team cap 40,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
283,Skip,25,Inferred,Adient India Private Limited,Pune,adient.com,https://www.adient.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,21542,pre-2024: proven,computed,
284,Skip,25,Inferred,Advayan Technologies Private Limited,Bengaluru,advayan.com,https://www.advayan.com/,,,,25,0,0,0,25,,PROVEN: 2022 Wayback snapshot advertising application development,0,0,0,0,"Wayback 2022: 'Application Development... we're not just developers' | Site 'version control' quotes describe SAP document lifecycle, not code | No careers page reached; jd.pages_read 0, jd_chars 0 | Site: offers services 'to both job seekers and employers' (staffing)",agent,"The three pr_practice hits are SAP file-lifecycle marketing (document versioning, audit trails), not code review, so they were scored zero. The careers page was never reached, so JD evidence is missing rather than absent."
285,Skip,25,Inferred,Aeonix Research and Innovations LLP,Kolkata,aeonixinnovations.com,https://aeonixinnovations.com/,,,,25,0,0,0,25,,"PROVEN - 2023-06 Wayback snapshot: 'Software, Web & Android Development'",0,0,0,0,"Wayback 2023-06: 'Software, Web & Android Development' | Site: custom PCBs, SLAM navigation, defence surveillance systems shipped | Site: Springer CDVE 2020 paper - pre-2024 R&D | No careers page; zero JD characters collected",agent,"The substance is real - shipped embedded hardware, robotics, computer vision and SaaS platforms, plus a 2020 Springer paper - but there is no careers page, no JD text and no process evidence, so Tier C could not fire for want of Tier A/B corroboration. This 25 means unproven, not disqualified; re-pull with a careers/JD fetch before writing it off."
286,Skip,25,Inferred,Agilitz Technologies Private Limited,Bhubaneswar,agilitz.com,https://www.agilitz.com/about-us/locations,88,,Tridip Saha (CEO & Co-Founder),25,0,0,0,25,,PROVEN,0,0,0,4026,pre-2024: proven,computed,
287,Skip,25,Inferred,AgilizTech Software Services Private Limited,Bengaluru,agiliztech.com,https://www.agiliztech.ai/,,,,25,0,0,0,25,,PROVEN,0,0,0,39111,pre-2024: proven,computed,
288,Skip,25,Inferred,Agrex Technologies Private Limited,Delhi,agrexai.com,https://www.agrexai.com,,,,25,0,0,0,25,,PROVEN: 2023 Wayback with retail/logistics/QSR case studies,0,0,0,8039,"site_quotes owns_product: AIVIS platform with '200+ pre-built AI models' | site_quotes enterprise: 'Bata India, Pantaloons and Marks & Spencer India' | site_quotes compliance: GDPR only — not a change-control regime | jd 0 chars, no careers page reached",agent,"Real pre-2024 product firm, but Tier C (own platform, enterprise clients) is blocked with no Tier A/B signal to corroborate it; no careers page was crawled."
289,Skip,25,Inferred,AGS Health Private Limited,Chennai,agshealth.com,https://www.agshealth.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,13167,pre-2024: proven,computed,
290,Skip,25,Inferred,Aheadrace Software Development Services Private Limited,Secunderabad,aheadrace.com,https://www.aheadrace.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,1959,pre-2024: proven,computed,
291,Skip,25,Inferred,ai4process Consultancy Private Limited,Bhubaneswar,ai4process.com,https://ai4process.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,12365,pre-2024: proven,computed,
292,Skip,25,Inferred,AITOBI Technologies Private Limited,Hyderabad,aitobi.co,https://aitobi.co/,,,,25,0,0,0,25,,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
293,Skip,25,Inferred,AKS Information Technology Services Pvt Ltd,Noida,aksitservices.co.in,https://www.aksitservices.co.in/,,,,25,0,0,0,25,training/education core cap 30,PROVEN,0,0,0,15126,pre-2024: proven,computed,
294,Skip,25,Inferred,Akzo Nobel Global Business Services LLP,Pune,akzonobel.com,https://www.akzonobel.com/en,,,,25,0,0,0,25,,PROVEN,0,0,0,23560,pre-2024: proven,computed,
295,Skip,25,Inferred,Albatroz (India) Private Limited,Coimbatore,albatrozsolutions.com,https://albatrozsolutions.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,21194,pre-2024: proven,computed,
296,Skip,25,Inferred,Alfa Laval India Private Limited,Pune,alfalaval.com,https://www.alfalaval.com/,,,,25,0,0,0,25,training/education core cap 30,PROVEN,0,0,0,14557,pre-2024: proven,computed,
297,Skip,25,Inferred,Alfahive Private Limited,Bengaluru,alfahive.com,https://www.alfahive.com/,,,,25,0,0,0,25,,PROVEN - dated case studies and blog posts from February and November 2023,0,0,0,0,"Wayback 2023-06 plus dated case study, February 22, 2023 | Site: own cyber-risk quantification platform, simulations, risk prioritisation | Blog posts dated November 2023 on DPDPA and GDPR | No careers page reached; zero JD characters collected",agent,
298,Skip,25,Inferred,Algonomy Software Private Limited,Bengaluru,manthan.com,https://manthan.com/,,,,25,0,0,0,25,generalist-agency cap 30,PROVEN,0,0,0,30524,pre-2024: proven,computed,
299,Skip,25,Inferred,Alight Services India Private Limited,Gurugram,alight.com,https://www.alight.com,,,,25,0,0,0,25,,PROVEN,0,0,0,6541,pre-2024: proven,computed,
300,Skip,25,Inferred,Alisons Infomatics Pvt Ltd,Kannur,alisonsgroup.com,https://www.alisonsgroup.com/,,,,25,0,0,0,25,generalist-agency cap 30; no careers AND no blog AND no team cap 40,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
301,Skip,25,Inferred,Allegis Services (India) Private Limited (Actalent),Bengaluru,easi.com,https://www.actalentservices.com/en-in,,,,25,0,0,0,25,,PROVEN,0,0,0,33281,pre-2024: proven,computed,
302,Skip,25,Inferred,Alliantgroup India Talent Private Limited,Hyderabad,alliantgroup.com,https://alliantglobal.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,8735,pre-2024: proven,computed,
303,Skip,25,Inferred,Amentum International Business Services Private Limited,Bengaluru,amentum.com,https://www.amentum.com,,,,25,0,0,0,25,training/education core cap 30,PROVEN,0,0,0,25955,pre-2024: proven,computed,
304,Skip,25,Inferred,Amgen Technology Private Limited,Hyderabad,wwwext.amgen.com,https://wwwext.amgen.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,37670,pre-2024: proven | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
305,Skip,25,Inferred,Amity Software Limited,Gautam Buddha Nagar,amitysoftware.com,https://www.amitysoftware.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,18785,pre-2024: proven,computed,
306,Skip,25,Inferred,Amypo Technologies Private Limited,Coimbatore,amypo.com,https://amypo.ai/,,,,25,0,0,0,25,cap 30 - training/edtech bundled business (non-binding),PROVEN - 2020 wayback snapshot shows Amypo products and clients pages live,0,0,0,19402,"wayback 20200601: 'AMYPO HOME WHAT WE DO OUR PRODUCTS OUR CLIENTS' | site: DotLab, DotPrep, DotExam - college placement/assessment products | site: '200+ Partner Institutions', '+60% Improvement in Placement Readiness' | jd SonarQube quote is the product pitch, not their gate",agent,"The only engineering-quality signal, SonarQube, appears solely inside their edtech sales copy ('bridges curriculum, industrial code standards (SonarQube), and predictive placements') - a feature of what they sell to colleges, not a gate they run. Tier B withheld on that basis. Core business is training/assessment products, not software built and sold for clients."
